Source,Emotion,Gender,Path
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_have_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_live_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_whip_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_met_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hit_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_week_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rag_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_near_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_jail_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_date_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_match_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_sure_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cab_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_knock_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_talk_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mop_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dog_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_void_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_check_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chair_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_wife_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_good_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dip_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_pad_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tell_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_kill_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_ton_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_thumb_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_keep_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_boat_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_witch_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_red_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_death_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_burn_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_kick_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mood_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bar_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_jug_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tough_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_shout_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dab_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_limb_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_numb_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_home_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_sell_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hush_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_back_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_yearn_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_vine_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chain_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_raid_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hall_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chalk_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_ditch_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_lot_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_peg_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mob_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_five_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hole_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_lease_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rot_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dead_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dime_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_raise_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_keen_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_shall_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gaze_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_white_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_fail_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_food_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chief_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hire_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_laud_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_pole_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_such_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_sail_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_team_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bone_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_seize_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_book_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tool_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hash_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_neat_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_puff_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hate_ps.wav
TESS,surprised,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_love_ps.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_bought_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_peg_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_haze_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_read_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_red_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lid_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lore_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_soap_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_boat_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mode_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_bar_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_whip_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_goose_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_pick_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_numb_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_judge_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_juice_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_fail_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lease_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_shall_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_near_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_turn_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_shawl_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_vote_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_nag_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_room_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_join_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_sure_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mop_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_life_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_doll_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_shack_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mess_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_bite_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_talk_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_fall_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_neat_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_pain_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_late_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_phone_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_thought_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_note_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_ripe_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lot_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mob_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_puff_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lean_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_rough_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_which_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_hurl_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_jail_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_tool_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_hush_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mouse_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_pass_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_tire_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_rag_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_seize_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_ton_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_cab_happy.wav
TESS,happy,female,/Users/kashyapbrahmandam/Desktop/Kaggle Files/content/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_chain_happy.wav
